










































































# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 28 10:17:07 2018
#
# COLUMN matchid:        User List Record
# COLUMN name_user:      User Name
# COLUMN ra_user:        User RA
# COLUMN dec_user:       User Dec
# COLUMN dist_user:      Match Distance
# COLUMN sourceid:       Source ID
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN hjdstart:       Start HJD [days]
# COLUMN hjdstop:        End HJD [days]
# COLUMN wasp_mag:       WASP-band [mag]
# COLUMN npts:           Points in Light Curve
# COLUMN tm_statnpts:    Points in Statistics Calculation
# COLUMN tm_median:      Median of Time Series [mag]
# COLUMN tm_stddevwrtmed: Std dev of Time Series wrt median [mag]
# COLUMN tm_range595:    5-95% range of Time Series[mag]
#
loc_rowid,matchid,name_user,ra_user,dec_user,dist_user,sourceid,ra,dec,hjdstart,hjdstop,wasp_mag,npts,tm_statnpts,tm_median,tm_stddevwrtmed,tm_range595
623,1215,"230.74157974808617,-36.980643693053445",230.74158,-36.98064,0.00015493,1SWASP J152258.01-365849.9,230.741714,-36.980528,2453860.390903,2454603.588194,9.11206,11986,11986,9.112299e+00,3.625897e-01,1.013620e-01
624,1216,"229.6517473881207,-35.82339785787901",229.65175,-35.82340,0.00017028,1SWASP J151836.45-354923.8,229.651906,-35.823286,2453860.389826,2454615.532222,10.06030,14841,14841,1.011318e+01,6.285064e-02,5.158000e-02
625,1219,"223.0987377699026,-24.780380964320074",223.09874,-24.78038,0.00018217,1SWASP J145223.73-244648.9,223.098889,-24.780258,2454148.500683,2454615.532176,11.18718,9965,9965,1.127268e+01,1.601937e-01,3.613300e-01
626,1221,"229.11542599325315,-41.35254146808289",229.11543,-41.35254,0.00005070,1SWASP J151627.68-412109.0,229.115372,-41.352514,2453862.256944,2454615.532060,9.43532,6578,6578,9.438737e+00,5.786038e-02,4.615500e-02
627,1222,"217.03858707134745,-44.23829474021728",217.03859,-44.23829,0.00015975,1SWASP J142809.30-441417.4,217.038753,-44.238181,2453860.389514,2454688.223947,9.94304,9738,9738,9.947468e+00,4.778549e-02,1.031060e-01
628,1223,"224.3364509274683,-45.90922898275828",224.33645,-45.90923,0.00010943,1SWASP J145720.71-455433.0,224.336306,-45.909186,2453862.256759,2454615.531794,9.94654,8538,8538,9.946917e+00,8.730584e-02,6.035900e-02
629,1231,"209.73483831812047,-39.6605471118527",209.73484,-39.66055,0.00016927,1SWASP J135856.40-393937.5,209.735006,-39.660439,2453860.388461,2454688.226343,10.26264,25866,25866,1.026437e+01,1.943164e-01,5.093000e-02
630,1234,"218.2094270161599,-46.702071084415174",218.20943,-46.70207,0.00015811,1SWASP J143250.30-464207.0,218.209597,-46.701961,2453872.264410,2454574.634190,8.33846,525,525,8.314755e+00,2.710664e-01,5.737950e-01
631,1241,"218.5746396307546,-32.2910291678396",218.57464,-32.29103,0.00011798,1SWASP J143417.94-321727.4,218.574758,-32.290967,2453860.389977,2454688.226736,10.60051,11306,11306,1.060030e+01,3.118758e-01,1.197700e-01
632,1242,"228.36639373228567,-33.147395445938194",228.36639,-33.14740,0.00015477,1SWASP J151327.96-330850.2,228.366511,-33.147283,2453860.413125,2454615.532245,8.82779,10161,10161,8.825994e+00,7.492130e-02,4.910400e-02
633,1247,"216.81626272519387,-40.773526432644694",216.81626,-40.77353,0.00004492,1SWASP J142715.90-404624.5,216.816272,-40.773486,2453860.389664,2454688.226887,10.12206,10157,10157,1.011887e+01,4.191203e-02,4.268000e-02
634,1252,"218.83468436001715,-27.923684890698652",218.83468,-27.92368,0.00007735,1SWASP J143520.30-275525.0,218.834608,-27.923636,2453860.390081,2454688.226609,9.67733,13130,13130,9.671432e+00,1.501332e-01,1.261850e-01
635,1254,"222.04356574776256,-38.29837487024731",222.04357,-38.29837,0.00027446,1SWASP J144810.43-381753.1,222.043489,-38.298103,2453860.389780,2454615.531968,11.06824,17144,17144,1.108393e+01,2.365986e-01,1.382500e-01
636,1256,"224.8717218525934,-30.71167727759647",224.87172,-30.71168,0.00013409,1SWASP J145929.23-304241.6,224.871817,-30.711575,2454178.441447,2454589.293264,6.83757,1123,1123,6.680657e+00,1.852200e-01,1.574790e-01
637,1258,"224.6659285993853,-35.80575722713235",224.66593,-35.80576,0.00026316,1SWASP J145839.79-354819.8,224.665825,-35.805511,2453860.389873,2454615.532095,11.28207,13306,13306,1.128656e+01,2.742086e-01,5.233000e-02
638,1260,"216.45122674079857,-29.85739031467074",216.45123,-29.85739,0.00025884,1SWASP J142548.32-295125.7,216.451350,-29.857153,2453860.390023,2454688.226481,11.19594,13140,13140,1.120932e+01,1.461512e-01,7.925000e-02
639,1261,"224.2181976325711,-40.4208251036048",224.21820,-40.42083,0.00026322,1SWASP J145652.42-402514.3,224.218442,-40.420642,2453862.257002,2454615.531968,9.52649,7094,7094,9.525676e+00,8.052663e-02,4.055900e-02
640,1262,"227.0932818235106,-28.577981511790377",227.09328,-28.57798,0.00023348,1SWASP J150822.44-283440.4,227.093531,-28.577903,2454148.500231,2454615.532280,9.44241,5398,5398,9.395633e+00,1.054029e-01,2.827560e-01
641,1263,"226.16311455035367,-27.069386792539117",226.16311,-27.06939,0.00026835,1SWASP J150439.21-270409.5,226.163400,-27.069317,2454148.500359,2454615.532269,8.93982,5492,5492,8.950879e+00,1.058403e-01,2.075560e-01
642,1266,"213.15041404647988,-38.51289827333982",213.15041,-38.51290,0.00015479,1SWASP J141236.13-383046.0,213.150561,-38.512800,2453860.389722,2454688.226539,11.12228,11256,11256,1.112186e+01,6.718962e-02,1.500900e-01
643,1267,"230.23222436385748,-43.60438935411913",230.23222,-43.60439,0.00008933,1SWASP J152055.75-433616.0,230.232300,-43.604458,2453862.256840,2454615.532002,10.97474,8545,8545,1.097664e+01,6.626397e-02,5.916000e-02
644,1270,"220.39566563894311,-47.00810639031081",220.39567,-47.00811,0.00015196,1SWASP J144134.99-470028.7,220.395819,-47.007997,2453860.389387,2454688.227338,10.25121,9121,9121,1.027071e+01,7.301549e-02,1.652200e-01
645,1274,"228.96877210411876,-45.310995616533205",228.96877,-45.31100,0.00011619,1SWASP J151552.54-451839.6,228.968933,-45.311019,2453862.256771,2454615.531921,11.25818,8544,8544,1.126106e+01,6.570515e-02,6.063000e-02
646,1275,"219.67974992286696,-38.55428717953735",219.67975,-38.55429,0.00024819,1SWASP J143843.21-383315.4,219.680067,-38.554278,2453860.389769,2454688.227014,9.66545,10969,10969,9.643270e+00,3.275793e-01,2.145520e-01
647,1277,"227.1731689863097,-40.285952314465305",227.17317,-40.28595,0.00013785,1SWASP J150841.59-401709.1,227.173308,-40.285861,2453862.382720,2454601.593565,8.36768,595,595,8.349312e+00,1.577371e-01,2.700590e-01
648,1285,"224.35586043078536,-27.35737886349769",224.35586,-27.35738,0.00020078,1SWASP J145725.38-272125.9,224.355767,-27.357197,2454148.500498,2454615.532211,10.02400,8956,8956,1.007770e+01,1.416535e-01,3.042280e-01
649,1287,"219.70225613807762,-33.42724295988299",219.70226,-33.42724,0.00013301,1SWASP J143848.50-332537.8,219.702119,-33.427178,2453860.389954,2454612.508160,10.78191,11157,11157,1.078509e+01,3.200241e-01,1.600800e-01
650,1289,"218.9803149717243,-31.71724891354455",218.98031,-31.71725,0.00017546,1SWASP J143555.30-314301.5,218.980417,-31.717100,2453860.390000,2454688.226748,9.52945,24408,24408,9.522395e+00,2.412600e-01,1.188250e-01
651,1290,"207.8616615052836,-40.52618107017054",207.86166,-40.52618,0.00014814,1SWASP J135126.77-403134.7,207.861569,-40.526311,2453860.388391,2454688.226250,11.87947,14346,14346,1.188454e+01,4.734173e-02,5.854000e-02
652,1294,"219.3546105517692,-36.72273982144254",219.35461,-36.72274,0.00012338,1SWASP J143725.13-364321.5,219.354725,-36.722658,2453872.270208,2454612.504641,8.11770,2703,2703,8.120057e+00,6.248434e-01,1.116810e-01
653,1301,"232.65481155084365,-34.52822230377623",232.65481,-34.52822,0.00021492,1SWASP J153037.09-343141.7,232.654556,-34.528269,2453860.390961,2454687.229861,9.88406,10611,10611,9.878061e+00,3.107230e-01,1.634700e-01
654,1304,"214.31482093493062,-37.94877901429492",214.31482,-37.94878,0.00020097,1SWASP J141715.61-375655.5,214.315072,-37.948750,2453862.474803,2454601.569907,8.58653,628,628,8.600701e+00,3.290446e-01,4.017930e-01
655,1309,"219.87265874561965,-30.976882308400935",219.87266,-30.97688,0.00017580,1SWASP J143929.47-305836.3,219.872819,-30.976769,2453860.390023,2454615.532025,10.66010,13129,13129,1.066944e+01,1.452343e-01,9.054000e-02
656,1310,"215.08230797332382,-46.874993106445395",215.08231,-46.87499,0.00014466,1SWASP J142019.76-465229.4,215.082342,-46.874847,2453860.389375,2454688.226979,11.63055,8824,8824,1.164115e+01,5.527242e-02,6.419000e-02
657,1311,"230.05568953376184,-34.925545199887544",230.05569,-34.92555,0.00014230,1SWASP J152013.39-345531.5,230.055803,-34.925442,2453872.264942,2454603.588252,7.94500,2290,2290,7.898283e+00,1.223597e-01,1.966420e-01
658,1316,"225.40467136281381,-28.794771126988717",225.40467,-28.79477,0.00018749,1SWASP J150137.17-284741.0,225.404881,-28.794739,2454148.500370,2454615.532234,10.16683,9564,9564,1.015441e+01,8.046695e-02,1.142800e-01
659,1318,"208.0739844812603,-30.784969426395637",208.07398,-30.78497,0.00014092,1SWASP J135217.79-304705.8,208.074144,-30.784967,2454148.443854,2454600.457419,7.59301,3234,3234,7.604832e+00,1.514130e-01,1.288170e-01
660,1319,"209.81279176671202,-40.12440630783651",209.81279,-40.12441,0.00027457,1SWASP J135915.14-400727.4,209.813119,-40.124300,2453872.263773,2454662.260150,7.97317,470,470,8.041180e+00,2.407224e-01,2.839380e-01
661,1320,"233.53052246390203,-39.27156687051557",233.53052,-39.27157,0.00014840,1SWASP J153407.35-391617.2,233.530658,-39.271467,2453860.390775,2454687.230012,10.75998,9048,9048,1.075937e+01,3.220833e-01,9.077000e-02
662,1321,"210.81281591730811,-30.54071679415723",210.81282,-30.54072,0.00013071,1SWASP J140315.10-303226.8,210.812956,-30.540778,2454134.466863,2454688.226042,11.80420,11276,11276,1.172354e+01,1.781137e-01,3.078100e-01
663,1324,"224.76343443152723,-24.108979615276258",224.76343,-24.10898,0.00017283,1SWASP J145903.25-240631.8,224.763544,-24.108842,2453860.390150,2454615.471667,11.84636,9529,9528,1.184815e+01,5.441139e-02,1.085100e-01
664,1325,"229.91346737178569,-40.86710370993547",229.91347,-40.86710,0.00013668,1SWASP J151939.27-405201.4,229.913642,-40.867058,2453862.256956,2454615.532095,11.72517,8545,8545,1.172594e+01,9.350721e-02,6.744000e-02
665,1328,"207.24085273148597,-30.36808480259249",207.24085,-30.36808,0.00017786,1SWASP J134857.84-302204.7,207.241025,-30.367986,2454134.467153,2454688.225752,10.38968,11267,11267,1.028411e+01,1.666865e-01,2.686400e-01
666,1332,"224.9183520329323,-46.79238165895601",224.91835,-46.79238,0.00016333,1SWASP J145940.44-464732.1,224.918500,-46.792253,2453862.329641,2453947.326620,11.27976,1458,1458,1.127537e+01,4.257460e-02,8.588000e-02
667,1333,"218.8136650524795,-27.858879430543638",218.81367,-27.85888,0.00012480,1SWASP J143515.28-275131.5,218.813686,-27.858756,2453860.390093,2454688.226609,11.05438,13138,13138,1.106129e+01,1.395928e-01,8.227000e-02
668,1335,"216.28597951892135,-32.02613434731193",216.28598,-32.02613,0.00023737,1SWASP J142508.62-320133.2,216.285950,-32.025894,2453860.389977,2454688.226539,10.12791,11299,11298,1.012112e+01,3.251828e-01,1.346300e-01
669,1337,"225.14245440978505,-42.09992972401957",225.14245,-42.09993,0.00008164,1SWASP J150034.16-420559.9,225.142361,-42.099978,2453872.270116,2454601.593472,9.18590,206,206,9.171240e+00,2.084798e-01,4.775220e-01
670,1339,"212.51405041629238,-36.994014479971284",212.51405,-36.99401,0.00006805,1SWASP J141003.37-365938.1,212.514047,-36.993942,2453860.389780,2454612.507836,8.08381,9591,9591,8.838202e+00,1.105247e-01,7.717200e-02
671,1341,"211.96892473888866,-45.36438391130167",211.96892,-45.36438,0.00007305,1SWASP J140752.56-452151.6,211.969003,-45.364336,2453860.388241,2454688.226736,10.31794,24492,24492,1.031363e+01,5.350488e-02,5.323000e-02
672,1342,"206.42664682008723,-42.90961312295327",206.42665,-42.90961,0.00025415,1SWASP J134542.47-425434.7,206.426992,-42.909653,2453860.388264,2454688.226262,9.60544,11879,11879,9.607464e+00,6.663921e-02,3.494600e-02
673,1343,"214.1666561373073,-32.22102728403407",214.16666,-32.22103,0.00025728,1SWASP J141639.92-321315.5,214.166361,-32.220983,2453860.389942,2454688.226377,9.27315,11230,11230,9.240237e+00,1.307641e-01,2.070240e-01
674,1345,"225.82299729011058,-36.121162969611184",225.82300,-36.12116,0.00006543,1SWASP J150317.53-360716.1,225.823081,-36.121161,2453860.389850,2454615.532130,9.87017,12979,12979,9.868562e+00,4.925703e-02,5.683400e-02
675,1347,"219.51346873649013,-43.26417491261028",219.51347,-43.26417,0.00002962,1SWASP J143803.24-431550.9,219.513500,-43.264150,2453860.389572,2454688.227153,9.66985,8947,8947,9.679959e+00,4.421766e-02,4.220100e-02
676,1348,"213.25045156700037,-36.05391591899198",213.25045,-36.05392,0.00012409,1SWASP J141300.10-360314.5,213.250444,-36.054044,2453860.389815,2454688.226447,11.48194,11197,11197,1.148099e+01,7.306990e-02,4.937000e-02
677,1349,"236.1064472083645,-37.95798934288",236.10645,-37.95799,0.00007924,1SWASP J154425.56-375728.9,236.106536,-37.958031,2453860.390787,2454687.230185,11.39754,10593,10593,1.139857e+01,2.982078e-01,4.301000e-02
678,1351,"221.84572657034093,-34.045402524072706",221.84573,-34.04540,0.00015026,1SWASP J144722.93-340243.1,221.845575,-34.045322,2453860.389931,2454615.532049,10.31027,13116,13116,1.029171e+01,2.925389e-01,2.717900e-01
679,1352,"226.81210446128262,-29.504603176977437",226.81210,-29.50460,0.00016521,1SWASP J150714.93-293016.1,226.812228,-29.504478,2454148.500231,2454601.565231,8.17524,4515,4515,8.138815e+00,1.007189e-01,7.739700e-02
680,1354,"213.1258076340939,-39.39378782191024",213.12581,-39.39379,0.00022704,1SWASP J141230.25-392337.2,213.126061,-39.393672,2453860.389687,2454688.226574,10.43281,14890,14890,1.046042e+01,7.947363e-02,6.692000e-02
681,1356,"210.05546709109657,-38.12541272473412",210.05547,-38.12541,0.00010913,1SWASP J140013.30-380731.1,210.055428,-38.125306,2453860.222801,2454688.226296,11.13693,20264,20264,1.115090e+01,2.280501e-01,4.794000e-02
682,1357,"225.2630352867341,-44.53999886773053",225.26304,-44.54000,0.00007605,1SWASP J150103.15-443223.9,225.263144,-44.539983,2453862.256817,2454615.531863,10.27956,8542,8542,1.027841e+01,8.507676e-02,4.521000e-02
683,1358,"221.22164897434004,-26.895698482536886",221.22165,-26.89570,0.00007211,1SWASP J144453.17-265344.5,221.221572,-26.895719,2453860.390116,2454615.532106,10.45889,18415,18415,1.044934e+01,1.923289e-01,6.295500e-01
684,1359,"223.4456551945098,-39.74741699478814",223.44566,-39.74742,0.00009778,1SWASP J145346.92-394450.7,223.445533,-39.747425,2453872.270174,2454601.593113,7.33787,150,150,7.303456e+00,1.410489e+00,1.152032e+00
685,1361,"229.78415424388388,-34.53391801937571",229.78415,-34.53392,0.00014920,1SWASP J151908.21-343201.6,229.784247,-34.533794,2453860.389873,2454615.532257,10.71540,14868,14868,1.079338e+01,5.475258e-02,6.313000e-02
686,1362,"225.58469083720559,-33.009882949807164",225.58469,-33.00988,0.00027231,1SWASP J150220.39-330035.9,225.584986,-33.009992,2453860.413148,2454615.532176,10.50903,8233,8233,1.051057e+01,6.042190e-02,3.996000e-02
687,1367,"224.0901727160916,-29.960811484986984",224.09017,-29.96081,0.00012961,1SWASP J145621.67-295738.7,224.090306,-29.960756,2454148.500440,2454601.593380,8.17141,4646,4646,8.138649e+00,9.677751e-02,1.012180e-01
688,1369,"219.75392801926432,-30.700565425304767",219.75393,-30.70057,0.00016172,1SWASP J143900.97-304201.6,219.754075,-30.700467,2453860.390023,2454615.532025,11.09142,13128,13128,1.110972e+01,1.463803e-01,1.386000e-01
689,1373,"212.02932641942448,-36.967632006412636",212.02933,-36.96763,0.00019387,1SWASP J140807.01-365802.8,212.029231,-36.967453,2453860.222870,2454687.216852,9.63896,12410,12410,9.661540e+00,7.527105e-02,8.286400e-02
690,1374,"208.03190873116017,-36.27321555181472",208.03191,-36.27322,0.00016871,1SWASP J135207.63-361623.0,208.031797,-36.273078,2453860.222836,2454688.226065,11.77276,14231,14231,1.177283e+01,2.691160e-01,4.464000e-02
691,1377,"221.4627622808175,-26.06638979290359",221.46276,-26.06639,0.00023815,1SWASP J144551.11-260358.4,221.462972,-26.066247,2453860.390127,2454615.532118,10.39720,23070,23070,1.044652e+01,1.515898e-01,3.028300e-01
692,1381,"226.41772301527809,-28.714690148778143",226.41772,-28.71469,0.00007843,1SWASP J150540.26-284253.1,226.417758,-28.714761,2454148.500289,2454615.532257,8.99295,4949,4949,8.959036e+00,1.006065e-01,1.348540e-01
693,1384,"234.96762850932495,-36.43508653017825",234.96763,-36.43509,0.00008225,1SWASP J153952.21-362606.5,234.967569,-36.435156,2453862.309433,2454601.645984,8.65120,1416,1416,8.672092e+00,8.091259e-01,2.144280e-01
694,1385,"226.54029578826183,-37.83472468626022",226.54030,-37.83472,0.00018950,1SWASP J150609.69-375004.3,226.540406,-37.834550,2453860.404502,2454615.532106,9.53538,11178,11178,9.538115e+00,4.612472e-02,3.976200e-02
695,1391,"220.8732280785551,-25.956446474894424",220.87323,-25.95645,0.00022015,1SWASP J144329.62-255722.7,220.873436,-25.956331,2453860.390127,2454615.532095,10.67558,13121,13121,1.068625e+01,1.469846e-01,9.663000e-02
696,1393,"217.7654276016348,-34.18709631080163",217.76543,-34.18710,0.00009835,1SWASP J143103.73-341113.4,217.765542,-34.187067,2453860.389919,2454688.226736,9.68776,11298,11298,9.688856e+00,3.092704e-01,8.693000e-02
697,1397,"220.14123338717366,-44.43538241080182",220.14123,-44.43538,0.00011832,1SWASP J144033.85-442607.4,220.141069,-44.435408,2453860.389514,2454688.227234,11.83250,13084,13084,1.182541e+01,7.874908e-02,1.388300e-01
698,1400,"221.15248325280174,-34.901249700377306",221.15248,-34.90125,0.00020697,1SWASP J144436.54-345404.1,221.152267,-34.901139,2453860.413102,2454615.532014,9.06061,13072,13072,9.078737e+00,3.018936e-01,9.929000e-02
699,1407,"211.0036883671782,-29.300987362957656",211.00369,-29.30099,0.00024603,1SWASP J140400.94-291803.0,211.003922,-29.300850,2454132.474641,2454688.226007,10.34659,11333,11333,1.023808e+01,1.852473e-01,3.146300e-01
700,1410,"224.46540611892377,-33.27431868827523",224.46541,-33.27432,0.00020553,1SWASP J145751.67-331626.8,224.465308,-33.274133,2453860.413611,2454615.532141,9.03126,9571,9571,9.031126e+00,3.050979e-01,4.534900e-02
701,1411,"224.74603974340891,-31.621246496500632",224.74604,-31.62125,0.00018411,1SWASP J145859.09-313716.2,224.746244,-31.621189,2453860.390000,2454615.532176,11.18436,13465,13465,1.112301e+01,1.723634e-01,3.355400e-01
702,1412,"222.620975524898,-25.786867061238965",222.62098,-25.78687,0.00020490,1SWASP J145029.08-254712.8,222.621206,-25.786894,2454148.500694,2454615.532164,10.03976,9961,9961,1.014482e+01,1.729629e-01,3.702730e-01
703,1414,"218.32946705966174,-38.96539511733317",218.32947,-38.96540,0.00011133,1SWASP J143319.07-385755.8,218.329481,-38.965511,2453860.389745,2454688.226933,11.59918,19722,19722,1.158138e+01,2.367715e-01,1.437900e-01
704,1416,"206.4699334378644,-44.501938112469624",206.46993,-44.50194,0.00003725,1SWASP J134552.78-443006.8,206.469936,-44.501903,2453860.388194,2454688.226331,11.62100,14344,14344,1.162132e+01,3.971640e-02,4.228000e-02
705,1417,"221.27777120077673,-44.20468414736866",221.27777,-44.20468,0.00022230,1SWASP J144506.60-441217.3,221.277528,-44.204819,2453860.389525,2454615.531771,10.55260,18663,18663,1.055262e+01,6.563625e-02,1.034900e-01
706,1418,"223.7514506586789,-25.22835667774321",223.75145,-25.22836,0.00024304,1SWASP J145500.40-251341.6,223.751683,-25.228239,2454148.500613,2454615.532199,9.76979,9763,9763,9.862917e+00,1.658136e-01,3.699650e-01
707,1419,"226.8115885266126,-35.08332870329839",226.81159,-35.08333,0.00016019,1SWASP J150714.81-350459.5,226.811725,-35.083214,2453860.389884,2454615.532176,10.73710,13300,13300,1.073377e+01,5.304415e-02,1.376300e-01
708,1420,"223.61504324286983,-24.84008808405673",223.61504,-24.84009,0.00010867,1SWASP J145427.63-245024.4,223.615156,-24.840117,2454148.500637,2454615.532199,9.66043,7793,7793,9.630020e+00,1.709444e-01,3.413060e-01
709,1423,"214.20839079999516,-28.54981082543745",214.20839,-28.54981,0.00021120,1SWASP J141650.05-283258.8,214.208569,-28.549669,2453860.390035,2454688.226250,10.99366,13116,13116,1.100607e+01,1.447892e-01,9.464000e-02
710,1426,"232.0119899369687,-37.85247480068316",232.01199,-37.85247,0.00005841,1SWASP J152802.89-375108.8,232.012058,-37.852447,2453860.390856,2454687.229873,11.55868,10575,10575,1.155550e+01,3.314821e-01,1.100500e-01
711,1427,"208.5210069045846,-43.93759347673814",208.52101,-43.93759,0.00022950,1SWASP J135405.00-435614.5,208.520864,-43.937386,2453862.213009,2454688.224907,8.82085,4968,4968,8.827470e+00,1.179674e-01,2.609600e-02
712,1430,"232.00469846530342,-37.86005527191217",232.00470,-37.86006,0.00008782,1SWASP J152801.15-375136.2,232.004808,-37.860081,2453860.390856,2454687.229873,11.37138,10483,10483,1.137420e+01,3.078129e-01,9.195000e-02
713,1434,"223.3364858774794,-27.097474988717867",223.33649,-27.09747,0.00024560,1SWASP J145320.78-270551.6,223.336608,-27.097692,2454148.500590,2454615.526042,11.35499,7355,7355,1.143133e+01,1.711848e-01,3.715600e-01
714,1436,"205.10326900935024,-39.38622349606864",205.10327,-39.38622,0.00019915,1SWASP J134024.74-392309.9,205.103083,-39.386083,2453860.222662,2454688.226007,10.64018,28564,28564,1.064240e+01,1.918198e-01,5.642000e-02
715,1439,"225.22435906873372,-35.931249088023975",225.22436,-35.93125,0.00023238,1SWASP J150053.79-355551.9,225.224144,-35.931097,2453860.389861,2454615.532118,10.21346,13331,13331,1.021529e+01,2.524610e-01,3.280000e-02
716,1440,"224.84471396487743,-40.2201442851089",224.84471,-40.22014,0.00015546,1SWASP J145922.76-401312.0,224.844847,-40.220025,2453862.257014,2454615.531991,9.88436,8254,8254,9.883711e+00,7.433625e-02,1.629670e-01
717,1444,"208.6784906140366,-41.00624665408623",208.67849,-41.00625,0.00010608,1SWASP J135442.81-410022.2,208.678375,-41.006189,2453860.388380,2454688.226319,11.34778,14349,14349,1.135433e+01,4.447004e-02,4.591000e-02
718,1446,"227.85097024902842,-30.29473017699479",227.85097,-30.29473,0.00022404,1SWASP J151124.23-301740.2,227.850975,-30.294506,2454148.500127,2454615.532280,11.55894,8812,8812,1.145851e+01,1.569593e-01,2.933200e-01
719,1448,"214.80658701469866,-44.48368056645008",214.80659,-44.48368,0.00013619,1SWASP J141913.54-442900.9,214.806456,-44.483583,2453860.389491,2454688.225336,10.11729,10151,10151,1.011903e+01,3.850239e-02,3.700000e-02
720,1451,"230.98140546767561,-36.631840053529324",230.98141,-36.63184,0.00011859,1SWASP J152355.55-363755.0,230.981481,-36.631944,2453860.390914,2454687.229769,10.83567,10625,10625,1.158330e+01,2.976930e-01,6.019000e-02
721,1452,"217.98084027367378,-26.79908740675268",217.98084,-26.79909,0.00016901,1SWASP J143155.41-264756.1,217.980894,-26.798928,2453860.390104,2454688.226505,11.34213,13132,13132,1.135530e+01,1.391620e-01,9.943000e-02
722,1454,"214.66112871849873,-29.33542768145938",214.66113,-29.33543,0.00025048,1SWASP J141838.73-292007.4,214.661414,-29.335392,2453860.390023,2454615.531829,8.52012,6830,6830,8.504929e+00,8.765813e-02,1.940100e-01
723,1456,"208.09138031076856,-40.389672612225866",208.09138,-40.38967,0.00022803,1SWASP J135221.95-402322.0,208.091472,-40.389453,2453860.388403,2454688.226250,9.67396,12523,12523,9.677970e+00,6.849506e-02,3.061800e-02
724,1460,"221.26504426223835,-25.82864009709903",221.26504,-25.82864,0.00012608,1SWASP J144503.57-254943.1,221.264900,-25.828644,2453860.390127,2454615.532118,8.63639,13445,13445,8.642320e+00,1.662218e-01,1.661340e-01
725,1462,"205.51338318942805,-39.8551858954227",205.51338,-39.85519,0.00008470,1SWASP J134203.18-395118.5,205.513275,-39.855164,2453860.388368,2454688.226053,9.44009,16840,16840,9.462912e+00,2.456470e-01,3.533300e-02
726,1464,"207.6199604146084,-30.327714731575295",207.61996,-30.32771,0.00025363,1SWASP J135028.85-301939.3,207.620228,-30.327606,2454134.467130,2454688.225775,10.09474,11271,11271,9.997438e+00,1.430818e-01,2.311750e-01
727,1469,"226.5571625784519,-41.110700828847634",226.55716,-41.11070,0.00008753,1SWASP J150613.73-410638.3,226.557247,-41.110642,2453862.256968,2454615.532014,11.20278,8537,8537,1.119703e+01,5.868921e-02,1.257300e-01
728,1470,"226.55413071198168,-28.701678141783738",226.55413,-28.70168,0.00020893,1SWASP J150613.04-284205.8,226.554356,-28.701614,2454148.500278,2454615.532269,10.76011,9967,9967,1.074256e+01,7.336108e-02,8.134000e-02
729,1471,"226.23558763277154,-41.74760609912269",226.23559,-41.74761,0.00019966,1SWASP J150456.52-414450.6,226.235539,-41.747414,2453862.256944,2454615.531979,12.08856,8161,8161,1.209099e+01,5.535960e-02,6.392000e-02
730,1482,"229.3369720199093,-36.81637672165028",229.33697,-36.81638,0.00024082,1SWASP J151720.91-364858.2,229.337158,-36.816192,2453860.389803,2454615.532199,10.87368,13294,13294,1.087587e+01,4.312698e-02,6.511000e-02
731,1483,"229.30986920876643,-46.3712428382416",229.30987,-46.37124,0.00020470,1SWASP J151714.40-462215.8,229.310000,-46.371056,2453862.256713,2454274.457083,11.31383,4440,4440,1.131771e+01,6.417422e-02,5.005000e-02
732,1490,"224.1312190953892,-24.686036156851607",224.13122,-24.68604,0.00009416,1SWASP J145631.51-244109.9,224.131297,-24.686103,2454148.500602,2454615.532211,9.11085,8325,8325,9.181454e+00,1.638876e-01,3.679020e-01
733,1491,"222.5606127820562,-44.15703446897117",222.56061,-44.15703,0.00017354,1SWASP J145014.48-440925.4,222.560372,-44.157061,2453862.256840,2454615.531817,9.14333,5667,5667,9.139855e+00,6.340689e-02,5.236800e-02
734,1495,"204.70645403911774,-32.9824008462122",204.70645,-32.98240,0.00009179,1SWASP J133849.52-325856.4,204.706356,-32.982353,2453860.222859,2454688.225671,11.42865,14224,14224,1.142935e+01,2.666095e-01,5.672000e-02
735,1497,"218.3572535400334,-34.543935858779754",218.35725,-34.54394,0.00019439,1SWASP J143325.77-343237.6,218.357403,-34.543792,2453860.389907,2454688.226794,10.34905,11215,11215,1.036091e+01,3.076205e-01,1.336900e-01
736,1498,"223.06451020433818,-44.927405389824244",223.06451,-44.92741,0.00025412,1SWASP J145215.50-445537.7,223.064600,-44.927164,2453872.264988,2454601.592905,7.32014,120,120,7.344557e+00,3.146076e-01,9.249060e-01
737,1506,"231.79132430806257,-36.52550595543708",231.79132,-36.52551,0.00010530,1SWASP J152709.94-363131.6,231.791425,-36.525447,2453860.390903,2454687.229826,10.23149,10360,10360,1.023266e+01,3.020793e-01,4.805000e-02
738,1508,"211.9517382389586,-37.23784288843916",211.95174,-37.23784,0.00019417,1SWASP J140748.36-371415.9,211.951514,-37.237767,2453860.222859,2454688.226400,10.84385,17929,17929,1.083359e+01,7.652492e-02,8.283000e-02
